EMIS_ID,Private_Tutoring,Study_Hours,Sleep_Hours,Mobile_Usage_Hours,Motivation_Level,Stress_Level,Study_Environment,Parental_Education,Peer_Influence,Physical_Health_Rating,Attendance_Percentage,Risk_Level,Private_Tutoring_Encoded,Motivation_Level_Encoded,Stress_Level_Encoded,Study_Environment_Encoded,Parental_Education_Encoded,Peer_Influence_Encoded,Physical_Health_Rating_Encoded
2703100947905641,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,63.16,1,0,2,0,0,5,0,1
2703105558100132,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.64,1,0,2,4,0,4,3,2
2703100948200383,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,41.63,0,0,2,0,0,5,0,1
3305200188006378,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,75.12,2,0,2,4,0,4,3,2
1600800028100135,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,73.21,1,0,0,4,3,4,4,5
2703100948006992,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,81.34,2,0,2,4,4,4,3,2
2703100948006914,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,70.33,1,0,2,0,0,5,0,1
2703100948006941,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,71.77,1,0,0,4,3,4,4,5
2703100948006961,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,62.68,1,0,2,0,0,5,0,1
2703100948006997,no,0.75,8.0,3.0,motivated,sometimes,own quiet room or dedicated study space,higher secondary / plus two or above,mostly encourage me,good,68.9,1,0,0,5,2,2,1,2
1600700067501355,no,0.75,8.0,3.0,very highly motivated,almost always,living room or kitchen,up to class 5,mostly distract me,poor,55.02,0,0,5,0,0,5,0,4
5900700287707886,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,76.08,2,0,2,4,0,4,3,2
2703100947805070,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,52.63,0,0,2,0,3,5,3,2
2703100947704582,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,61.24,1,0,2,4,0,4,3,2
7300200067600430,yes,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,no formal education,neither encourage nor distract,good,78.47,2,1,2,0,3,4,3,2
2703100948006839,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,75.12,2,0,2,0,0,5,3,2
7104200087501239,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,67.94,1,0,2,0,0,5,0,1
2703100948007085,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,53.11,0,0,2,4,4,4,3,2
2703100948100120,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,78.95,2,0,2,4,4,4,3,2
2703100948007319,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,66.51,1,0,2,0,0,5,0,1
2703100948200332,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,67.46,1,0,2,5,0,4,1,2
2703100948006889,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,75.12,2,0,2,0,0,5,3,2
2703100948100126,no,0.75,8.0,3.0,somewhat motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,74.16,1,0,4,4,4,1,1,2
2703100948006936,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,4,4,0,0,1,2
2703100948200154,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,35.89,0,0,2,0,3,5,3,2
2703100628000967,yes,0.75,8.0,3.0,slightly motivated,almost always,with siblings,up to class 5,mostly distract me,fair,53.11,0,1,3,0,4,5,0,1
2703100948100174,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,54.07,0,0,2,5,0,0,1,2
2703100947402041,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,79.9,2,0,2,0,0,5,3,2
2703100948006956,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,77.51,2,0,2,4,4,4,3,2
2703100948100127,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,65.07,1,0,2,4,0,2,3,2
2703101597902111,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,79.43,2,0,2,4,0,4,3,2
2703100948200271,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,73.21,1,0,4,4,0,0,1,2
2703100948006989,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,57.89,0,0,2,0,0,5,0,1
2703100948200160,no,0.75,8.0,3.0,motivated,rarely,with siblings,higher secondary / plus two or above,neither encourage nor distract,good,77.99,2,0,0,4,4,2,3,2
2703100947905815,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,77.99,2,0,2,5,0,4,1,2
1704800058002534,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,71.29,1,0,0,4,3,4,4,5
2703100948100160,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,61.24,1,0,2,4,0,4,3,2
2703100948200326,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,69.38,1,0,4,5,0,0,1,2
2703100948200221,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,26.32,0,0,2,0,0,5,3,2
2703100948100176,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,67.94,1,0,4,4,0,0,1,2
2703100948007029,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,70.81,1,0,2,0,0,5,0,1
1906400377500797,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,60.77,1,0,2,0,0,4,3,2
1401100068002610,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,74.64,1,0,2,0,0,5,0,1
2703100947905804,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,65.55,1,1,2,4,0,4,3,2
2703100948200422,no,0.75,8.0,3.0,motivated,rarely,with siblings,no formal education,neither encourage nor distract,good,64.59,1,0,0,4,4,4,3,2
2703100947905812,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.16,1,0,2,4,0,4,3,2
2703100948200324,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,75.12,2,0,2,4,0,4,3,2
2703100948200345,no,0.75,8.0,3.0,motivated,sometimes,living room or kitchen,higher secondary / plus two or above,mostly encourage me,good,80.86,2,0,0,5,0,2,1,2
3204100088000001,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,64.59,1,0,2,0,0,4,3,2
2703100948100136,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,66.03,1,0,2,5,0,4,1,2
2703100948006884,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,74.16,1,0,2,5,0,4,1,2
2703100948200227,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,17.7,0,0,2,0,3,5,3,2
2703108677800478,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,46.89,0,0,2,0,0,5,0,1
1803400158001587,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,43.06,0,0,3,4,4,1,1,2
1606300178001538,yes,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,75.12,2,1,2,5,0,0,1,2
2703100948200543,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,,,0,2,0,0,4,3,2
2703100948200248,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,no formal education,"no, they distract me a lot",very poor,15.31,0,0,2,0,3,4,4,5
2703100747900273,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,50.72,0,0,2,4,4,4,3,2
2703100947905793,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,77.03,2,0,2,0,0,5,0,1
2703104018100373,yes,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,64.11,1,1,3,4,4,1,1,2
2703100797901685,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,66.03,1,0,4,4,0,1,1,2
2703100948200148,no,0.75,8.0,3.0,motivated,never,living room or kitchen,higher secondary / plus two or above,mostly encourage me,good,80.38,2,0,0,2,0,2,1,2
2703100948006907,no,0.75,8.0,3.0,motivated,often,with siblings,higher secondary / plus two or above,neither encourage nor distract,good,78.95,2,0,0,3,4,2,3,2
5902900177901579,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,72.73,1,0,2,4,4,4,3,2
2703100947603721,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,76.08,2,0,2,4,0,2,3,2
2703100948200335,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,64.11,1,0,2,0,0,5,0,1
2703100947905624,no,0.75,8.0,3.0,somewhat motivated,almost always,living room or kitchen,up to class 5,mostly distract me,fair,53.59,0,0,4,0,0,5,0,1
2703100948200386,yes,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,71.29,1,1,2,5,0,4,1,2
2703100947805533,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,72.73,1,0,2,0,0,4,3,2
2703100948200410,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,fair,20.1,0,0,2,0,3,5,3,1
2703100947805512,no,0.75,8.0,3.0,motivated,sometimes,with siblings,higher secondary / plus two or above,mostly encourage me,good,79.43,2,0,0,5,4,2,1,2
2703100947906031,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,65.07,1,0,2,0,0,5,0,1
2703100948006958,no,0.75,8.0,3.0,not motivated at all,never,study on bed or floor,no formal education,"no, they distract me a lot",very poor,57.89,0,0,2,2,3,4,4,5
2703100947905841,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,up to class 5,neither encourage nor distract,good,74.16,1,0,2,4,4,5,3,2
6904500037500620,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,class 6 to 8,neither encourage nor distract,good,60.77,1,0,2,4,0,0,3,2
2703106017900731,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,2,5,0,0,1,2
2703100948100170,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,neither encourage nor distract,good,70.33,1,0,2,5,0,4,3,2
1503900127500060,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,59.81,0,0,2,4,0,4,3,2
1609000077101457,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,76.56,2,0,0,4,3,4,4,5
2703106868001771,yes,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,65.55,1,1,2,5,0,0,1,2
2703100947905771,yes,0.75,8.0,3.0,somewhat motivated,sometimes,with siblings,higher secondary / plus two or above,neither encourage nor distract,good,76.08,2,1,4,5,4,2,3,2
2504200058001012,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,63.16,1,0,2,4,0,4,3,2
2703100947905763,yes,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,66.99,1,1,2,0,0,4,3,2
1602400197300005,yes,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,higher secondary / plus two or above,mostly encourage me,fair,78.47,2,1,4,5,0,2,1,1
2703100947905636,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,up to class 5,mostly distract me,fair,59.33,0,0,2,5,0,5,0,1
900500077200272,no,0.75,8.0,3.0,not motivated at all,never,study on bed or floor,no formal education,"no, they distract me a lot",very poor,58.85,0,0,2,2,3,4,4,5
103200067600005,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,73.68,1,0,2,4,4,4,3,2
2703100948100133,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,65.55,1,0,2,4,4,4,3,2
2703100948200216,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,70.81,1,0,2,0,0,5,0,1
2703100948007003,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,61.24,1,0,2,4,0,2,3,2
2703100948200351,yes,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,72.25,1,1,4,5,0,0,1,2
2703100948200266,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,good,28.23,0,0,2,0,0,5,0,2
1905500147801224,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,44.02,0,0,2,0,0,5,0,1
2703100948006993,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,74.16,1,0,2,0,0,4,3,2
2703100948200398,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,74.64,1,0,2,0,0,5,0,1
2703100947905844,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,75.6,2,0,4,5,0,0,1,2
1803400307300052,no,0.75,8.0,3.0,motivated,rarely,with siblings,up to class 5,neither encourage nor distract,good,77.03,2,0,0,4,4,5,3,2
2703100948200290,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,54.55,0,0,2,4,0,4,3,2
2703100947905869,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,73.68,1,0,2,0,0,5,0,1
2703103498000647,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,75.6,2,0,2,5,0,0,1,2
2703100948200260,yes,0.75,8.0,3.0,slightly motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,63.16,1,1,3,2,2,2,5,2
2703100948006856,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,71.77,1,0,2,4,0,4,3,2
2703100947603723,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,62.2,1,0,2,0,0,5,0,1
2703100947905788,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,59.33,0,0,2,0,0,4,3,2
2502701178000154,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,72.73,1,0,0,4,0,2,3,2
2703105558100129,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,77.99,2,0,2,4,0,4,3,2
1906800017901503,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,47.85,0,0,2,5,0,4,1,2
2703100948006858,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,54.55,0,0,2,0,0,5,3,2
2703100947905828,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,79.43,2,1,2,4,0,4,3,2
3305200668000176,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,30.62,0,0,2,0,3,5,3,2
2703100948006890,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,76.56,2,0,2,0,0,5,3,2
2703100948200338,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,49.76,0,0,2,0,0,5,0,1
2703100947906671,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,no formal education,neither encourage nor distract,good,61.72,1,0,2,0,3,4,3,2
2703100948007018,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,73.68,1,0,2,4,4,4,3,2
2703100948006893,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,55.02,0,0,2,5,0,4,1,2
2703100948200196,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,72.73,1,0,2,4,4,4,3,2
2703100948200283,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,64.59,1,0,3,4,4,1,1,2
2703108688100132,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,72.25,1,0,4,4,0,0,1,2
2703100247602008,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,67.46,1,0,2,0,0,4,3,2
2703100948100115,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,71.29,1,0,2,5,0,0,1,2
2703100948006980,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,71.29,1,0,2,0,3,5,3,2
1903400128000026,no,0.75,8.0,3.0,very highly motivated,sometimes,living room or kitchen,up to class 5,mostly distract me,fair,57.89,0,0,5,5,0,5,0,1
3203300168001154,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,73.68,1,0,2,5,0,4,1,2
2703100948007016,no,0.75,8.0,3.0,somewhat motivated,rarely,with siblings,higher secondary / plus two or above,mostly encourage me,good,78.47,2,0,4,4,4,2,1,2
1806000117600440,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.03,2,0,2,5,0,0,1,2
2703100948007012,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,70.81,1,0,4,4,0,1,1,2
2703100948100397,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,74.16,1,1,2,4,4,4,3,2
1606300507601120,no,0.75,8.0,3.0,motivated,rarely,with siblings,up to class 5,mostly encourage me,good,79.43,2,0,0,4,4,5,1,2
2703100948100217,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,fair,26.79,0,0,2,0,3,5,3,1
2504200058001038,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,2,5,0,0,1,2
5900700438001042,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,73.21,1,0,2,0,0,4,3,2
2703100947905637,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,65.55,1,0,2,0,0,5,0,1
2703108417900804,no,0.75,8.0,3.0,motivated,sometimes,living room or kitchen,no formal education,mostly encourage me,good,63.64,1,0,0,5,0,4,1,2
2703100948200418,no,0.75,8.0,3.0,not motivated at all,almost always,with siblings,up to class 5,mostly distract me,fair,53.59,0,0,2,0,4,5,0,1
502700048000889,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,no formal education,"no, they distract me a lot",very poor,0.0,0,0,2,0,3,4,4,5
2703108807900780,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.16,1,0,0,4,0,4,3,2
2703100948200327,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,2,5,0,0,1,2
2703100947906018,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,73.21,1,0,2,4,4,4,3,2
2502900118000346,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,7.66,0,0,2,4,4,4,3,2
2703100948200282,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,70.33,1,0,2,4,0,4,3,2
2703100948200145,yes,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,78.47,2,1,2,0,0,4,3,2
2703105498002591,yes,0.75,8.0,3.0,motivated,rarely,with siblings,no formal education,neither encourage nor distract,good,75.6,2,1,0,4,4,4,3,2
2703100947906658,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,62.68,1,0,2,4,4,4,3,2
2703100948006870,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,64.59,1,0,2,0,0,4,3,2
2703100948100186,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,69.38,1,0,2,0,0,5,0,1
2703100947502947,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,60.29,1,0,2,0,0,5,0,1
6700400157600287,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,76.08,2,0,4,4,0,0,1,2
2703100947603742,no,0.75,8.0,3.0,not motivated at all,never,study on bed or floor,no formal education,"no, they distract me a lot",very poor,68.42,1,0,2,2,3,4,4,5
6904700047200022,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,67.46,1,0,2,0,0,5,0,1
2703100948200307,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,74.64,1,0,4,5,0,0,1,2
2703100947704601,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,36.84,0,0,2,0,3,5,3,2
2703100947905834,yes,0.75,8.0,3.0,somewhat motivated,sometimes,study on bed or floor,no formal education,"no, they distract me a lot",very poor,72.73,1,1,4,5,3,4,4,5
1600800027704788,no,0.75,8.0,3.0,motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,72.25,1,0,0,4,4,1,1,2
2601200367900938,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,no formal education,mostly encourage me,good,65.55,1,0,4,5,0,4,1,2
2703103497900560,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,72.25,1,0,2,4,0,4,3,2
2703100948200245,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,76.08,2,0,2,5,0,4,1,2
2703100947805065,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,54.55,0,0,2,0,0,5,0,1
1506200037700073,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,62.2,1,0,2,4,4,4,3,2
2703100948006990,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,67.46,1,0,2,0,0,5,0,1
2703100948100152,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,55.02,0,0,2,0,0,5,0,1
2703100948200229,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,71.29,1,0,2,4,0,4,3,2
2703100948200174,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,74.16,1,0,0,4,3,4,4,5
2703100948007312,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,66.99,1,0,2,5,0,0,1,2
2703100948200233,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,75.6,2,1,2,4,4,4,3,2
2703100948100218,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,27.27,0,0,2,0,3,5,3,2
2703100947905767,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,80.38,2,1,2,4,0,4,3,2
2703100947905678,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,58.37,0,0,2,0,0,5,0,1
2703100948006880,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,72.73,1,0,4,4,0,1,1,2
2703100947502966,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,70.81,1,0,4,4,0,0,1,2
2703100948200382,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,70.81,1,0,2,4,4,4,3,2
2703100947906121,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,65.07,1,0,2,4,4,4,3,2
2703100948200293,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,65.07,1,0,2,4,4,4,3,2
2703100947906042,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,59.33,0,0,2,5,0,0,1,2
3402001418002648,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,,,0,2,0,0,5,0,1
2703100947704281,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,60.77,1,0,2,0,0,5,3,2
2705900057700802,no,0.75,8.0,3.0,motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,74.16,1,0,0,5,0,0,1,2
5203700077600864,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,64.11,1,0,2,0,0,5,0,1
2502701837912419,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,65.55,1,0,2,4,4,4,3,2
4403100098000973,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,75.6,2,0,2,0,0,4,3,2
